transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN341_c0_g1_i6	.	.	
TRINITY_DN341_c0_g2_i2	.	.	
TRINITY_DN329_c0_g1_i9	MDHM_EUCGU	Malate dehydrogenase, mitochondrial	
TRINITY_DN329_c2_g1_i1	MDHM_EUCGU	Malate dehydrogenase, mitochondrial	
TRINITY_DN329_c2_g2_i1	MDHM_FRAAN	Malate dehydrogenase, mitochondrial	
TRINITY_DN399_c0_g1_i9	TVP23_ARATH	Golgi apparatus membrane protein-like protein ECHIDNA {ECO:0000303|PubMed:21512130}	6A
TRINITY_DN333_c0_g1_i10	AGT21_ARATH	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	
TRINITY_DN333_c0_g1_i5	AGT21_ARATH	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	
TRINITY_DN333_c0_g1_i8	AGT21_ARATH	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	
TRINITY_DN333_c0_g2_i2	AGT21_ARATH	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	
TRINITY_DN333_c0_g2_i5	AGT21_ARATH	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	
TRINITY_DN394_c0_g1_i8	PAP6_ARATH	Plastid-lipid-associated protein 6, chloroplastic {ECO:0000303|PubMed:16850419}	
TRINITY_DN316_c0_g1_i13	.	.	
TRINITY_DN316_c0_g1_i18	.	.	
TRINITY_DN348_c0_g1_i13	PPH_ARATH	Pheophytinase, chloroplastic	
TRINITY_DN348_c0_g1_i24	PPH_ARATH	Pheophytinase, chloroplastic	
TRINITY_DN381_c0_g1_i12	.	.	
TRINITY_DN381_c0_g1_i3	P2C06_ORYSJ	Probable protein phosphatase 2C 6 {ECO:0000305}	6A
TRINITY_DN381_c0_g1_i4	P2C06_ORYSJ	Probable protein phosphatase 2C 6 {ECO:0000305}	6A
TRINITY_DN328_c0_g1_i12	GPT2_ARATH	Glucose-6-phosphate/phosphate translocator 2, chloroplastic {ECO:0000303|PubMed:15722468}	
TRINITY_DN328_c0_g1_i3	GPT2_ARATH	Glucose-6-phosphate/phosphate translocator 2, chloroplastic {ECO:0000303|PubMed:15722468}	6A
TRINITY_DN328_c0_g1_i7	GPT2_ARATH	Glucose-6-phosphate/phosphate translocator 2, chloroplastic {ECO:0000303|PubMed:15722468}	6A
TRINITY_DN59718_c0_g1_i1	TRXM_CHLRE	Thioredoxin M-type, chloroplastic	
TRINITY_DN59671_c0_g1_i1	SYDC2_ARATH	Aspartate--tRNA ligase 2, cytoplasmic {ECO:0000305}	
TRINITY_DN59702_c0_g2_i1	LOX4_ORYSJ	Probable linoleate 9S-lipoxygenase 4	
TRINITY_DN59709_c0_g1_i1	CYPH_CATRO	Peptidyl-prolyl cis-trans isomerase {ECO:0000255|RuleBase:RU363019, ECO:0000303|PubMed:24939849}	
TRINITY_DN38457_c0_g1_i1	PSBY_SPIOL	Photosystem II core complex proteins psbY, chloroplastic	
TRINITY_DN38454_c0_g1_i1	RGA1_SOLBU	Putative disease resistance protein RGA1	
TRINITY_DN38387_c0_g1_i1	.	.	
TRINITY_DN38361_c0_g1_i2	C71A9_SOYBN	Cytochrome P450 71A9	
TRINITY_DN38423_c0_g1_i1	RBS_MEDSA	Ribulose bisphosphate carboxylase small subunit, chloroplastic {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN38359_c0_g1_i1	CGEP_ORYSJ	Probable glutamyl endopeptidase, chloroplastic	6W
TRINITY_DN38448_c0_g1_i1	.	.	
TRINITY_DN38367_c0_g1_i1	.	.	
TRINITY_DN38453_c0_g1_i2	PXL2A_HUMAN	Peroxiredoxin-like 2A {ECO:0000305}	
TRINITY_DN38445_c0_g1_i3	PSBW_CHLRE	Photosystem II reaction center W protein, chloroplastic	
TRINITY_DN38406_c0_g1_i2	6PGD2_ARATH	6-phosphogluconate dehydrogenase, decarboxylating 2 {ECO:0000305}	
TRINITY_DN38406_c0_g1_i4	6PGD2_ARATH	6-phosphogluconate dehydrogenase, decarboxylating 2 {ECO:0000305}	
TRINITY_DN36864_c0_g1_i4	DCE4_ARATH	Glutamate decarboxylase 4	
TRINITY_DN36903_c0_g1_i41	.	.	
TRINITY_DN36873_c0_g1_i2	SG101_ARATH	Senescence-associated carboxylesterase 101	
TRINITY_DN36873_c0_g1_i5	SG101_ARATH	Senescence-associated carboxylesterase 101	
TRINITY_DN36873_c0_g1_i9	SG101_ARATH	Senescence-associated carboxylesterase 101	
TRINITY_DN36945_c0_g1_i18	CD48A_ARATH	Cell division control protein 48 homolog A	
TRINITY_DN36945_c0_g1_i4	CDC48_SOYBN	Cell division cycle protein 48 homolog	
TRINITY_DN36916_c0_g1_i19	NK_METTH	Nucleoside kinase {ECO:0000250|UniProtKB:Q57849}	
TRINITY_DN36883_c0_g1_i2	TCTP_HORVU	Translationally-controlled tumor protein homolog	
TRINITY_DN36879_c0_g3_i1	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1 {ECO:0000305}	
TRINITY_DN89158_c0_g1_i1	.	.	
TRINITY_DN12387_c0_g1_i1	SUT31_ARATH	Sulfate transporter 3.1	
TRINITY_DN12366_c0_g1_i18	DRL42_ARATH	Probable disease resistance protein At5g66900	
TRINITY_DN12392_c0_g2_i1	CP19C_ARATH	Peptidyl-prolyl cis-trans isomerase CYP19-3	
TRINITY_DN12322_c0_g1_i1	LAMT_CATRO	Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}	
TRINITY_DN12362_c0_g1_i22	PP199_ARATH	Pentatricopeptide repeat-containing protein At2g41720	
TRINITY_DN12383_c0_g1_i1	SIA1_ARATH	Sialyltransferase-like protein 1 {ECO:0000305}	6A
TRINITY_DN12383_c0_g1_i22	SIA1_ARATH	Sialyltransferase-like protein 1 {ECO:0000305}	
TRINITY_DN12382_c0_g1_i3	.	.	
TRINITY_DN12395_c0_g1_i1	40G3_ORYSJ	Ricin B-like lectin R40G3 {ECO:0000305}	6W
TRINITY_DN12319_c0_g1_i1	RGGA_TOBAC	RGG repeats nuclear RNA binding protein A {ECO:0000303|PubMed:11905967}	6W
TRINITY_DN12407_c0_g1_i1	.	.	
TRINITY_DN12372_c0_g1_i1	.	.	6W
TRINITY_DN12408_c0_g1_i1	.	.	
TRINITY_DN12408_c0_g1_i7	.	.	
TRINITY_DN12408_c0_g2_i1	.	.	
TRINITY_DN12408_c0_g2_i3	.	.	
TRINITY_DN12342_c0_g1_i1	.	.	
TRINITY_DN12342_c0_g1_i3	.	.	6W
TRINITY_DN12341_c0_g1_i6	AGL2_BACTQ	Alpha-glucosidase 2	
TRINITY_DN12355_c0_g1_i5	CRK26_ARATH	Cysteine-rich receptor-like protein kinase 26	6A
TRINITY_DN12334_c0_g1_i4	RL40_EIMBO	Ubiquitin-60S ribosomal protein L40	
TRINITY_DN12334_c0_g3_i1	UBIQ_WHEAT	Ubiquitin	
TRINITY_DN12334_c0_g4_i1	R27AA_ARATH	Ubiquitin-40S ribosomal protein S27a-1	
TRINITY_DN12334_c1_g1_i2	RS27A_KLULA	Ubiquitin-40S ribosomal protein S27a	
TRINITY_DN12312_c0_g1_i2	SNAK1_SOLTU	Snakin-1	
TRINITY_DN12379_c0_g1_i1	UMEC_ARMRU	Umecyanin {ECO:0000303|PubMed:5490233}	
TRINITY_DN12379_c0_g1_i2	UMEC_ARMRU	Umecyanin {ECO:0000303|PubMed:5490233}	6W
TRINITY_DN12314_c0_g3_i1	R18A2_ARATH	60S ribosomal protein L18a-2	
TRINITY_DN12323_c0_g1_i8	L6_LINUS	Disease resistance protein L6 {ECO:0000305}	
TRINITY_DN12403_c0_g1_i1	FAO3_ARATH	Long-chain-alcohol oxidase FAO3	
TRINITY_DN12313_c0_g1_i1	GIG1_ARATH	Protein GIGAS CELL1	
TRINITY_DN12368_c0_g1_i12	RL8_SOLLC	60S ribosomal protein L8	
TRINITY_DN12368_c0_g1_i3	RL8_SOLLC	60S ribosomal protein L8	6W
TRINITY_DN12368_c0_g1_i9	RL8_SOLLC	60S ribosomal protein L8	
TRINITY_DN76840_c0_g1_i1	U2A2B_WHEAT	Splicing factor U2af large subunit B	
TRINITY_DN76886_c0_g1_i1	DCAM_ORYSJ	S-adenosylmethionine decarboxylase proenzyme	
TRINITY_DN76856_c0_g1_i1	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN76803_c0_g1_i1	.	.	
TRINITY_DN76811_c0_g1_i1	.	.	
TRINITY_DN76835_c0_g1_i1	.	.	
TRINITY_DN76883_c0_g1_i1	PHCB1_MICDP	C-phycocyanin-1 beta subunit	
TRINITY_DN76861_c0_g1_i3	FBL60_ARATH	F-box/LRR-repeat protein At3g58940	
TRINITY_DN76881_c0_g1_i1	.	.	
TRINITY_DN76828_c0_g1_i1	TRXO_ORYSJ	Thioredoxin O, mitochondrial	
TRINITY_DN76844_c0_g1_i1	.	.	
TRINITY_DN76825_c0_g1_i1	TRL21_ARATH	Thioredoxin-like 2-1, chloroplastic	
TRINITY_DN16927_c0_g2_i1	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN16862_c0_g1_i1	MYB1_CROXC	Transcription factor MYB1 {ECO:0000305}	6A
TRINITY_DN16845_c0_g2_i1	PSB2A_ARATH	Proteasome subunit beta type-2-A	
TRINITY_DN16892_c0_g1_i1	PRPX_HORVU	Pathogen-related protein	6A
TRINITY_DN16838_c0_g1_i1	.	.	6W
TRINITY_DN16858_c0_g1_i2	.	.	
TRINITY_DN16902_c0_g1_i1	.	.	6A
TRINITY_DN16900_c0_g1_i5	RAE1C_ARATH	Ras-related protein RABE1c	
TRINITY_DN16866_c0_g1_i2	CYPH_CATRO	Peptidyl-prolyl cis-trans isomerase {ECO:0000255|RuleBase:RU363019, ECO:0000303|PubMed:24939849}	6A
TRINITY_DN16866_c1_g1_i7	PPIA_BLAGE	Peptidyl-prolyl cis-trans isomerase	
TRINITY_DN16909_c0_g2_i3	CALX_SOYBN	Calnexin homolog	
TRINITY_DN16840_c0_g1_i7	.	.	
TRINITY_DN16840_c0_g2_i1	.	.	
TRINITY_DN16836_c1_g1_i1	CP18B_ARATH	Peptidyl-prolyl cis-trans isomerase CYP18-2	
TRINITY_DN16901_c0_g1_i1	POLK_ARATH	DNA polymerase kappa {ECO:0000303|PubMed:15200644}	
TRINITY_DN16908_c0_g1_i2	.	.	
TRINITY_DN16905_c0_g1_i1	STR16_ARATH	Thiosulfate sulfurtransferase 16, chloroplastic	
TRINITY_DN16905_c0_g2_i2	.	.	
TRINITY_DN16897_c0_g1_i2	.	.	
TRINITY_DN54015_c0_g1_i1	ILVH1_ARATH	Acetolactate synthase small subunit 1, chloroplastic	
TRINITY_DN53957_c0_g1_i1	AGO4B_ORYSJ	Protein argonaute 4B	
TRINITY_DN54026_c0_g1_i1	BQMT2_ORYSJ	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase 2, chloroplastic	
TRINITY_DN54023_c0_g2_i1	PTA12_ORYSJ	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 12, chloroplastic {ECO:0000305}	
TRINITY_DN53994_c0_g1_i1	G3PC_COEVA	Glyceraldehyde-3-phosphate dehydrogenase, cytosolic	
TRINITY_DN34774_c0_g1_i2	.	.	
TRINITY_DN34813_c0_g1_i1	.	.	
TRINITY_DN34813_c0_g2_i1	.	.	
TRINITY_DN34813_c2_g1_i1	.	.	
TRINITY_DN34795_c0_g1_i2	MNTH_LISMO	Divalent metal cation transporter MntH {ECO:0000255|HAMAP-Rule:MF_00221}	
TRINITY_DN34816_c0_g1_i2	ASY1_ARATH	Meiosis-specific protein ASY1 {ECO:0000305}	
TRINITY_DN34790_c0_g1_i2	CY11_SOLTU	Cytochrome c1-1, heme protein, mitochondrial	
TRINITY_DN64990_c0_g1_i1	.	.	
TRINITY_DN21710_c3_g1_i1	CDPKD_ORYSJ	Calcium-dependent protein kinase 13 {ECO:0000305}	
TRINITY_DN21692_c0_g1_i4	FER3_MAIZE	Ferredoxin-3, chloroplastic	
TRINITY_DN21679_c1_g1_i1	HSP83_IPONI	Heat shock protein 83	
TRINITY_DN21679_c1_g2_i1	HSP83_IPONI	Heat shock protein 83	
TRINITY_DN21675_c0_g1_i1	PSAO_ARATH	Photosystem I subunit O	6W
TRINITY_DN21686_c0_g1_i1	KCR2_ARATH	Very-long-chain 3-oxoacyl-CoA reductase-like protein At1g24470	6A
TRINITY_DN21749_c1_g1_i1	.	.	
TRINITY_DN21732_c0_g1_i1	AT9_ACTER	Alcohol acyltransferase 9 {ECO:0000303|PubMed:21450321}	6A
TRINITY_DN21712_c0_g1_i1	ENPL1_CAEEL	Endoplasmin homolog {ECO:0000312|WormBase:T05E11.3a}	
TRINITY_DN25103_c0_g1_i1	STT3B_ORYSJ	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	
TRINITY_DN25171_c0_g1_i1	.	.	
TRINITY_DN25089_c1_g1_i2	GLTP1_ARATH	Glycolipid transfer protein 1 {ECO:0000303|PubMed:16309699}	
TRINITY_DN25089_c1_g1_i4	GLTP1_ARATH	Glycolipid transfer protein 1 {ECO:0000303|PubMed:16309699}	
TRINITY_DN25137_c0_g1_i1	PSBP_CHLRE	Oxygen-evolving enhancer protein 2, chloroplastic	6W
TRINITY_DN25131_c0_g1_i1	CWC15_XENTR	Protein CWC15 homolog	
TRINITY_DN25099_c0_g1_i1	SAHH_MEDSA	Adenosylhomocysteinase	
TRINITY_DN25129_c0_g1_i1	.	.	
TRINITY_DN25086_c0_g1_i1	.	.	6W
TRINITY_DN25114_c0_g1_i2	CESA9_ARATH	Probable cellulose synthase A catalytic subunit 9 [UDP-forming]	
TRINITY_DN25082_c0_g1_i6	PI5K6_ARATH	Phosphatidylinositol 4-phosphate 5-kinase 6	
TRINITY_DN25128_c1_g1_i1	PSBS2_ORYSI	Photosystem II 22 kDa protein 2, chloroplastic {ECO:0000305}	
TRINITY_DN25146_c0_g1_i2	.	.	
TRINITY_DN25139_c0_g1_i1	PSB3_ORYSJ	Proteasome subunit beta type-3	
TRINITY_DN25081_c0_g2_i1	RL24B_SCHPO	60S ribosomal protein L24-B	
TRINITY_DN25160_c0_g1_i1	RH12_ORYSJ	DEAD-box ATP-dependent RNA helicase 12	
TRINITY_DN25163_c0_g1_i1	.	.	
TRINITY_DN25155_c0_g1_i1	CB60B_ARATH	Calmodulin-binding protein 60 B {ECO:0000303|PubMed:11782485}	
TRINITY_DN25098_c0_g1_i13	YCX91_PHAAO	Uncharacterized protein ORF91	
TRINITY_DN25098_c0_g1_i4	YCX91_PHAAO	Uncharacterized protein ORF91	
TRINITY_DN25098_c0_g3_i3	.	.	
TRINITY_DN25152_c0_g1_i3	.	.	
TRINITY_DN10662_c0_g1_i63	.	.	
TRINITY_DN10660_c0_g1_i12	.	.	
TRINITY_DN10659_c0_g1_i3	PP331_ARATH	Pentatricopeptide repeat-containing protein At4g21170	
TRINITY_DN10635_c0_g1_i1	.	.	
TRINITY_DN10635_c0_g1_i13	.	.	
TRINITY_DN10608_c0_g1_i22	.	.	
TRINITY_DN10657_c0_g1_i1	GDL29_ARATH	GDSL esterase/lipase At1g71691	
TRINITY_DN10646_c0_g1_i2	FK113_ARATH	F-box/kelch-repeat protein At5g26960	
TRINITY_DN10673_c0_g1_i1	.	.	
TRINITY_DN10678_c0_g1_i17	RL321_ARATH	60S ribosomal protein L32-1	
TRINITY_DN10678_c0_g1_i6	RL321_ARATH	60S ribosomal protein L32-1	
TRINITY_DN10643_c0_g1_i1	.	.	6A
TRINITY_DN10612_c0_g1_i28	Y1814_ARATH	Uncharacterized methyltransferase At1g78140, chloroplastic	
TRINITY_DN10612_c0_g1_i32	Y1814_ARATH	Uncharacterized methyltransferase At1g78140, chloroplastic	
TRINITY_DN10696_c0_g1_i1	SPL5_ARATH	Squamosa promoter-binding-like protein 5	6A
TRINITY_DN10639_c0_g1_i3	GGH3_ARATH	Probable gamma-glutamyl hydrolase 3	6W
TRINITY_DN10688_c0_g1_i12	PP277_ARATH	Pentatricopeptide repeat-containing protein At3g50420	
TRINITY_DN10701_c0_g1_i8	DGP10_ARATH	Protease Do-like 10, mitochondrial	
TRINITY_DN10697_c0_g1_i1	.	.	6W
TRINITY_DN10697_c1_g1_i1	GLU2B_ORYSJ	Glucosidase 2 subunit beta	
TRINITY_DN10697_c3_g1_i1	.	.	
TRINITY_DN10629_c0_g1_i11	.	.	
TRINITY_DN10637_c0_g1_i3	HIP27_ARATH	Heavy metal-associated isoprenylated plant protein 27 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}	
TRINITY_DN10648_c0_g1_i11	PGR_ARATH	Protein PGR {ECO:0000303|Ref.6}	
TRINITY_DN10684_c0_g1_i2	.	.	
TRINITY_DN10652_c0_g1_i11	ABAH4_ARATH	Abscisic acid 8'-hydroxylase 4	
TRINITY_DN10652_c0_g1_i19	ABAH4_ARATH	Abscisic acid 8'-hydroxylase 4	
TRINITY_DN10652_c0_g1_i27	ABAH4_ARATH	Abscisic acid 8'-hydroxylase 4	
TRINITY_DN10652_c0_g1_i35	ABAH4_ARATH	Abscisic acid 8'-hydroxylase 4	
TRINITY_DN10644_c0_g1_i3	RMR41_ARATH	Remorin 4.1 {ECO:0000305}	
TRINITY_DN10621_c0_g1_i1	.	.	
TRINITY_DN10621_c0_g1_i2	.	.	
TRINITY_DN10668_c0_g1_i1	PYL4_ARATH	Abscisic acid receptor PYL4 {ECO:0000303|PubMed:19407142, ECO:0000303|PubMed:19624469, ECO:0000303|PubMed:19898420, ECO:0000303|PubMed:21658606, ECO:0000303|PubMed:23844015, ECO:0000303|PubMed:24563205}	6W
TRINITY_DN10668_c0_g1_i2	PYL4_ARATH	Abscisic acid receptor PYL4 {ECO:0000303|PubMed:19407142, ECO:0000303|PubMed:19624469, ECO:0000303|PubMed:19898420, ECO:0000303|PubMed:21658606, ECO:0000303|PubMed:23844015, ECO:0000303|PubMed:24563205}	
TRINITY_DN10649_c0_g1_i3	.	.	6A
TRINITY_DN10650_c0_g1_i3	HAT3_ARATH	Homeobox-leucine zipper protein HAT3	
TRINITY_DN10626_c0_g1_i5	MRG2_ARATH	Protein MRG2 {ECO:0000303|PubMed:25211338}	
TRINITY_DN10702_c0_g1_i2	.	.	6A
TRINITY_DN10611_c0_g1_i2	PR5K_ARATH	PR5-like receptor kinase {ECO:0000303|PubMed:8637920}	
TRINITY_DN10611_c0_g2_i1	LRL12_ARATH	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2 {ECO:0000303|PubMed:12805585}	
TRINITY_DN10693_c0_g1_i2	PGP2_ARATH	Phosphoglycolate phosphatase 2	
TRINITY_DN10687_c0_g1_i40	LAMT_CATRO	Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}	
TRINITY_DN10687_c0_g1_i43	LAMT_CATRO	Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}	
TRINITY_DN10687_c0_g1_i45	LAMT_CATRO	Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}	
TRINITY_DN10687_c0_g1_i48	LAMT_CATRO	Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}	
TRINITY_DN10687_c0_g1_i9	LAMT_CATRO	Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}	
TRINITY_DN10617_c0_g1_i13	PPDEX_ARATH	DeSI-like protein At4g17486	
TRINITY_DN10617_c0_g1_i14	PPDEX_ARATH	DeSI-like protein At4g17486	
TRINITY_DN10645_c0_g1_i1	COR2_PAPSO	Non-functional NADPH-dependent codeinone reductase 2	6A
TRINITY_DN10645_c0_g1_i7	DMS1B_WHEAT	Deoxymugineic acid synthase 1-B {ECO:0000303|PubMed:28475636}	
TRINITY_DN10645_c0_g2_i5	DMAS1_ORYSJ	Deoxymugineic acid synthase 1 {ECO:0000303|PubMed:16926158}	
TRINITY_DN10663_c0_g1_i10	SAU24_ARATH	Auxin-responsive protein SAUR24 {ECO:0000305}	
TRINITY_DN10663_c0_g1_i12	SAU24_ARATH	Auxin-responsive protein SAUR24 {ECO:0000305}	
TRINITY_DN10663_c0_g1_i14	SAU24_ARATH	Auxin-responsive protein SAUR24 {ECO:0000305}	
TRINITY_DN10663_c0_g1_i5	SAU24_ARATH	Auxin-responsive protein SAUR24 {ECO:0000305}	
TRINITY_DN10663_c0_g1_i6	SAU24_ARATH	Auxin-responsive protein SAUR24 {ECO:0000305}	
TRINITY_DN10670_c0_g1_i1	.	.	6W
TRINITY_DN10670_c0_g1_i4	.	.	
TRINITY_DN10670_c0_g1_i5	.	.	
TRINITY_DN10619_c0_g1_i2	.	.	
TRINITY_DN10607_c0_g1_i3	GINT1_ARATH	Glucosamine inositolphosphorylceramide transferase 1 {ECO:0000303|PubMed:29760197}	6A
TRINITY_DN10704_c0_g1_i1	ATB13_ARATH	Homeobox-leucine zipper protein ATHB-13	6A
TRINITY_DN10704_c0_g1_i2	ATB13_ARATH	Homeobox-leucine zipper protein ATHB-13	
TRINITY_DN10704_c0_g1_i4	ATB13_ARATH	Homeobox-leucine zipper protein ATHB-13	
TRINITY_DN10628_c1_g1_i3	IQD26_ARATH	Protein IQ-domain 26 {ECO:0000303|PubMed:16368012}	
TRINITY_DN10628_c1_g1_i4	IQD26_ARATH	Protein IQ-domain 26 {ECO:0000303|PubMed:16368012}	
TRINITY_DN10622_c0_g1_i16	.	.	
TRINITY_DN10610_c0_g1_i21	DPOD3_MOUSE	DNA polymerase delta subunit 3	
TRINITY_DN10610_c0_g1_i32	.	.	
TRINITY_DN10618_c0_g1_i1	AB7A_ARATH	ABC transporter A family member 7	
TRINITY_DN10618_c0_g1_i10	AB7A_ARATH	ABC transporter A family member 7	
TRINITY_DN10618_c0_g1_i4	AB7A_ARATH	ABC transporter A family member 7	
TRINITY_DN10618_c0_g3_i2	AB7A_ARATH	ABC transporter A family member 7	
TRINITY_DN10641_c0_g1_i1	DPOLA_ORYSJ	DNA polymerase alpha catalytic subunit	6A
TRINITY_DN10641_c0_g2_i1	DPOLA_ORYSJ	DNA polymerase alpha catalytic subunit	
TRINITY_DN79146_c0_g1_i1	.	.	
TRINITY_DN79181_c0_g1_i1	.	.	
TRINITY_DN79190_c0_g1_i1	FCPC_PHATR	Fucoxanthin-chlorophyll a-c binding protein C, chloroplastic	
TRINITY_DN79170_c0_g1_i1	.	.	
TRINITY_DN79175_c0_g1_i1	.	.	
TRINITY_DN79142_c0_g1_i1	.	.	
TRINITY_DN79169_c0_g1_i1	.	.	
TRINITY_DN66415_c0_g1_i1	M2K1_ORYSJ	Mitogen-activated protein kinase kinase 1	
TRINITY_DN69235_c1_g1_i1	.	.	
TRINITY_DN69194_c0_g1_i4	.	.	
TRINITY_DN64123_c0_g1_i1	.	.	
TRINITY_DN64081_c0_g1_i1	.	.	
TRINITY_DN65700_c0_g1_i1	TCPQ_ARATH	T-complex protein 1 subunit theta {ECO:0000303|PubMed:11599560}	
TRINITY_DN76415_c0_g1_i2	STLP5_ORYSJ	Sialyltransferase-like protein 5 {ECO:0000305}	
TRINITY_DN76397_c0_g1_i2	MGST3_BOVIN	Microsomal glutathione S-transferase 3 {ECO:0000250|UniProtKB:O14880}	
TRINITY_DN76422_c0_g1_i1	.	.	
TRINITY_DN69057_c0_g1_i1	PUR7_LEGPL	Phosphoribosylaminoimidazole-succinocarboxamide synthase {ECO:0000255|HAMAP-Rule:MF_00137}	6W
TRINITY_DN69008_c0_g1_i1	.	.	
TRINITY_DN69039_c0_g1_i1	Y3184_XANCP	Macro domain-containing protein XCC3184	
TRINITY_DN28085_c0_g1_i6	RGI1_ARATH	LRR receptor-like serine/threonine-protein kinase RGI1 {ECO:0000303|PubMed:27229312}	
TRINITY_DN28085_c0_g1_i8	RLP33_ARATH	Receptor-like protein 33 {ECO:0000303|PubMed:18434605}	
TRINITY_DN28085_c0_g1_i9	RGI1_ARATH	LRR receptor-like serine/threonine-protein kinase RGI1 {ECO:0000303|PubMed:27229312}	
TRINITY_DN28078_c0_g1_i2	.	.	
TRINITY_DN28078_c0_g3_i1	.	.	
TRINITY_DN28044_c0_g1_i1	.	.	
TRINITY_DN28042_c0_g1_i4	PSBQ_CHLRE	Oxygen-evolving enhancer protein 3, chloroplastic	
TRINITY_DN28032_c0_g1_i14	INT3_MOUSE	Integrator complex subunit 3	
TRINITY_DN28032_c0_g1_i4	INT3_MOUSE	Integrator complex subunit 3	
TRINITY_DN28061_c0_g1_i15	IQM2_ARATH	IQ domain-containing protein IQM2 {ECO:0000305}	
TRINITY_DN28088_c0_g1_i1	.	.	
TRINITY_DN28080_c0_g1_i1	LHCA5_ARATH	Photosystem I chlorophyll a/b-binding protein 5, chloroplastic {ECO:0000303|PubMed:10366881}	6W
TRINITY_DN2945_c0_g1_i19	H42_WHEAT	Histone H4 variant TH091	
TRINITY_DN2945_c0_g1_i27	H4_SOYBN	Histone H4	
TRINITY_DN2945_c0_g1_i34	H4_SOYBN	Histone H4	
TRINITY_DN2945_c0_g1_i41	H4_SOYBN	Histone H4	
TRINITY_DN2945_c0_g1_i5	H42_WHEAT	Histone H4 variant TH091	
TRINITY_DN2945_c1_g1_i1	H42_WHEAT	Histone H4 variant TH091	
TRINITY_DN2945_c1_g1_i2	H42_WHEAT	Histone H4 variant TH091	
TRINITY_DN2945_c1_g2_i1	H4_SOYBN	Histone H4	
TRINITY_DN2945_c1_g2_i3	H4_SOYBN	Histone H4	
TRINITY_DN2991_c0_g1_i1	CISY_DAUCA	Citrate synthase, mitochondrial	
TRINITY_DN2993_c0_g1_i2	GALK1_ARATH	Galactokinase	
TRINITY_DN2923_c0_g1_i4	SYPM_ARATH	Proline--tRNA ligase, chloroplastic/mitochondrial {ECO:0000305}	
TRINITY_DN2902_c0_g1_i2	WRK35_ARATH	Probable WRKY transcription factor 35	
TRINITY_DN2920_c0_g1_i3	.	.	
TRINITY_DN2973_c0_g1_i2	GID1A_ARATH	Gibberellin receptor GID1A	
TRINITY_DN2973_c0_g1_i4	GID1A_ARATH	Gibberellin receptor GID1A	
TRINITY_DN2973_c0_g1_i5	GID1A_ARATH	Gibberellin receptor GID1A	
TRINITY_DN2973_c0_g1_i9	GID1A_ARATH	Gibberellin receptor GID1A	
TRINITY_DN2975_c0_g1_i1	CCD31_ARATH	Cyclin-D3-1	6A
TRINITY_DN2975_c0_g1_i10	CCD31_ARATH	Cyclin-D3-1	
TRINITY_DN2975_c0_g1_i20	CCD31_ARATH	Cyclin-D3-1	
TRINITY_DN2918_c1_g1_i6	PDP1_ARATH	PWWP domain-containing protein 1 {ECO:0000303|PubMed:29314758}	
TRINITY_DN2950_c0_g1_i7	OHP2_ARATH	Light-harvesting complex-like protein OHP2, chloroplastic {ECO:0000305}	6A
TRINITY_DN2933_c0_g1_i17	GOT1_ARATH	Vesicle transport protein GOT1 {ECO:0000303|PubMed:25900983}	
TRINITY_DN2995_c0_g1_i36	GPPL1_ARATH	Haloacid dehalogenase-like hydrolase domain-containing protein At4g39970	
TRINITY_DN2967_c0_g1_i1	FTZ21_ARATH	Cell division protein FtsZ homolog 2-1, chloroplastic {ECO:0000303|PubMed:9836740}	
TRINITY_DN2967_c0_g1_i2	FTZ21_ARATH	Cell division protein FtsZ homolog 2-1, chloroplastic {ECO:0000303|PubMed:9836740}	
TRINITY_DN2967_c0_g1_i6	FTZ21_ARATH	Cell division protein FtsZ homolog 2-1, chloroplastic {ECO:0000303|PubMed:9836740}	
